timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 35 36 0.393662971851234 0.006337028148766022
2 36 44 0.3929202672623269 0.0070797327376730945
2 45 54 0.39601736453638653 0.003982635463613493
2 52 53 0.3937692713512388 0.00623072864876123
2 56 57 0.3996744621864499 3.2553781355010303E-4
2 69 78 0.39605494070934133 0.003945059290658692
2 70 79 0.3934821707263168 0.006517829273683218
3 9 37 0.393869261205415 0.006130738794585033
3 28 29 0.39663296515299695 0.0033670348470030698
3 36 65 0.39360023301874997 0.006399766981250055
3 38 49 0.39256066270511597 0.007439337294884052
3 56 57 0.3890938997954028 0.010906100204597202
4 3 82 0.39467981146615344 0.0053201885338465815
4 9 37 0.393869261205415 0.006130738794585033
4 16 84 0.39169937051222836 0.00830062948777166
4 29 39 0.3947948338286571 0.005205166171342923
4 38 49 0.39256066270511597 0.007439337294884052
4 38 106 0.3882428640858381 0.011757135914161942
4 56 57 0.3890938997954028 0.010906100204597202
4 88 89 0.3958741788952856 0.004125821104714433
5 15 91 0.393565205561675 0.006434794438325009
5 56 57 0.3890938997954028 0.010906100204597202
6 56 57 0.3890938997954028 0.010906100204597202
20 29 107 0.39097419385504156 0.00902580614495846
21 15 49 0.39940895849666835 5.910415033316685E-4
23 15 16 0.3911975590802317 0.00880244091976834
27 73 77 0.3999689063492917 3.109365070830261E-5
33 8 26 0.3925079673147703 0.007492032685229744
39 64 103 0.3972205496685685 0.00277945033143151
45 26 95 0.3932716289668972 0.006728371033102809
47 15 38 0.3952812970435724 0.004718702956427623
50 85 93 0.3940441981184881 0.005955801881511902
70 5 27 0.392552538802896 0.007447461197104044
71 5 27 0.392552538802896 0.007447461197104044
81 4 86 0.39467238955508643 0.005327610444913589
88 13 20 0.39593710753045624 0.004062892469543777
92 57 112 0.3970804530187121 0.002919546981287935
97 21 85 0.3946630366024634 0.005336963397536643
98 21 85 0.3946630366024634 0.005336963397536643
107 3 85 0.39009616177132267 0.009903838228677353
113 17 83 0.391378383263573 0.008621616736427029
118 17 83 0.39433878467699646 0.0056612153230035656
120 17 83 0.3997382695669388 2.617304330612136E-4
123 34 56 0.39474944779828297 0.005250552201717051
127 47 66 0.396439088221607 0.0035609117783930166
131 7 76 0.3936504595901874 0.006349540409812615
132 7 76 0.3936504595901874 0.006349540409812615
136 16 101 0.3992847849595014 7.152150404985957E-4
162 7 68 0.39513823786315594 0.004861762136844083
163 7 68 0.39513823786315594 0.004861762136844083
170 7 115 0.39334987046115144 0.0066501295388485815
171 9 68 0.3993852251410524 6.147748589476199E-4
172 9 68 0.3993852251410524 6.147748589476199E-4
178 89 118 0.39026771353362005 0.009732286466379969
189 4 69 0.3925791704214692 0.0074208295785307965
190 4 69 0.3925791704214692 0.0074208295785307965
195 66 82 0.39428290405177524 0.005717095948224782
202 109 112 0.3961055360428014 0.003894463957198613
203 16 108 0.3981832169407713 0.0018167830592287215
207 15 84 0.39292332108829225 0.007076678911707768
208 55 84 0.39238837355401096 0.0076116264459890615
215 7 78 0.39511603123616756 0.004883968763832458
241 15 55 0.39972263449807544 2.7736550192458687E-4
251 78 84 0.39300495989822704 0.006995040101772987
256 55 91 0.3923825084502763 0.007617491549723743
261 15 87 0.3918963390484586 0.008103660951541414
265 14 18 0.39652898234079403 0.0034710176592059883
272 21 91 0.3895694344707031 0.010430565529296942
279 15 87 0.3912862676562497 0.008713732343750336
280 15 87 0.3912862676562497 0.008713732343750336
290 11 25 0.39190737955902477 0.008092620440975251
291 11 25 0.39190737955902477 0.008092620440975251
304 9 77 0.39429901303470094 0.005700986965299082
305 9 77 0.39429901303470094 0.005700986965299082
306 9 77 0.39429901303470094 0.005700986965299082
314 11 77 0.39632063668107126 0.0036793633189287633
334 4 23 0.39894845782286226 0.0010515421771377653
335 4 23 0.39894845782286226 0.0010515421771377653
345 16 22 0.3920279365858178 0.007972063414182218
346 16 22 0.3920279365858178 0.007972063414182218
356 68 114 0.39162062007180326 0.008379379928196762
369 11 92 0.3923468171034926 0.0076531828965074045
414 84 89 0.39885878005799524 0.0011412199420047786
418 15 84 0.39046300104691 0.009536998953090015
429 15 91 0.3945772974621256 0.005422702537874413
450 73 114 0.3896918069525151 0.010308193047484926
539 44 77 0.39113121096220127 0.008868789037798752
540 44 77 0.39113121096220127 0.008868789037798752
