timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 6 7 0.3965615356833801 0.003438464316619927
2 8 9 0.39881259338663366 0.0011874066133663597
2 24 25 0.3895232744600024 0.010476725539997622
2 30 40 0.39706484322896884 0.0029351567710311777
2 57 58 0.39110438067396136 0.008895619326038662
3 8 9 0.39261867784154614 0.007381322158453885
3 26 27 0.39102115687314837 0.008978843126851654
3 30 39 0.393771142602668 0.006228857397332033
3 36 55 0.3975276287154295 0.002472371284570507
3 43 51 0.39801470920606913 0.001985290793930894
3 48 49 0.39587898345634165 0.0041210165436583734
3 57 66 0.3893327418910269 0.010667258108973121
3 73 75 0.3952492185211967 0.004750781478803312
4 4 15 0.39686098334101755 0.003139016658982474
4 8 9 0.39261867784154614 0.007381322158453885
4 9 16 0.39840881269431655 0.0015911873056834724
4 24 94 0.39704720865857135 0.0029527913414286733
4 25 95 0.39351269697463664 0.006487303025363378
4 26 27 0.39102115687314837 0.008978843126851654
4 36 52 0.399981186684345 1.8813315655008545E-5
4 43 51 0.39801470920606913 0.001985290793930894
4 48 49 0.39587898345634165 0.0041210165436583734
4 49 108 0.39478342458533044 0.0052165754146695775
4 51 111 0.39711810686683946 0.0028818931331605624
4 53 112 0.38839542477095634 0.011604575229043679
4 57 66 0.3893327418910269 0.010667258108973121
4 59 114 0.3914391283473025 0.008560871652697533
4 66 116 0.3912272337050061 0.008772766294993906
4 67 116 0.3939747666504665 0.006025233349533532
4 85 132 0.389475082242155 0.010524917757845031
4 86 91 0.3838429157074864 0.016157084292513613
4 97 104 0.3939304172844586 0.006069582715541422
4 120 144 0.3894041768400015 0.010595823159998519
4 121 145 0.39123366995920467 0.008766330040795356
4 122 126 0.394368694286584 0.005631305713416024
5 4 15 0.39686098334101755 0.003139016658982474
5 8 9 0.39261867784154614 0.007381322158453885
5 9 16 0.39840881269431655 0.0015911873056834724
5 14 24 0.3991811733709663 8.188266290337087E-4
5 16 133 0.39709440484474057 0.002905595155259455
5 24 92 0.3923559512651001 0.007644048734899933
5 25 95 0.39351269697463664 0.006487303025363378
5 26 27 0.39102115687314837 0.008978843126851654
5 43 51 0.39801470920606913 0.001985290793930894
5 51 111 0.39711810686683946 0.0028818931331605624
5 59 114 0.3914391283473025 0.008560871652697533
