timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 1 2 0.3032172895052896 0.09678271049471043
2 1 15 0.3201952079542354 0.07980479204576463
2 1 16 0.3930932142782374 0.0069067857217626205
2 2 3 0.3604742357766365 0.03952576422336351
2 2 16 0.3422312801454836 0.057768719854516426
2 3 4 0.3690665951700017 0.030933404829998346
2 3 17 0.34106416203464457 0.05893583796535545
2 4 18 0.34570457838179997 0.05429542161820006
2 5 19 0.34357283372152253 0.05642716627847749
2 6 7 0.3731080912695646 0.0268919087304354
2 6 20 0.32057713223527756 0.07942286776472246
2 8 9 0.3216392715884362 0.07836072841156383
2 12 13 0.3819725867259115 0.018027413274088522
2 15 16 0.299982087897505 0.100017912102495
3 1 2 0.28098850829445116 0.11901149170554887
3 1 15 0.38843877420856887 0.011561225791431151
3 1 16 0.3360062655662212 0.06399373443377881
3 2 3 0.2918814341072594 0.1081185658927406
3 2 17 0.39923120694261455 7.687930573854751E-4
3 3 4 0.3049971305198271 0.09500286948017295
3 3 17 0.36786385043019776 0.032136149569802264
3 4 18 0.3637341618212153 0.036265838178784704
3 5 19 0.3509280316486206 0.04907196835137945
3 6 7 0.33301412446119416 0.06698587553880586
3 6 20 0.31276381715028895 0.08723618284971107
3 8 9 0.1886780599444014 0.21132194005559862
3 10 11 0.3995210187103333 4.789812896667245E-4
3 12 13 0.35441073539693796 0.04558926460306206
3 15 16 0.2887467055183204 0.11125329448167964
4 1 2 0.34791080903724175 0.05208919096275827
4 2 3 0.26082592302957186 0.13917407697042816
4 3 4 0.244061985002822 0.15593801499717802
4 6 7 0.3277264486661168 0.07227355133388325
4 8 9 0.18056929496040275 0.21943070503959727
4 10 11 0.3968430917374145 0.0031569082625855227
4 12 13 0.34577380115505735 0.054226198844942675
4 15 16 0.3955201907610732 0.004479809238926824
5 2 3 0.263014036256338 0.136985963743662
5 3 4 0.2281533120977628 0.17184668790223723
5 6 7 0.34831460113890056 0.05168539886109946
5 10 11 0.39424951570885314 0.0057504842911468845
