timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 24 25 0.3891193666254808 0.010880633374519222
2 33 34 0.3963291482751765 0.0036708517248235095
2 37 38 0.397236092101759 0.002763907898241047
3 37 38 0.39417194075186035 0.005828059248139672
3 58 69 0.3913718113872483 0.00862818861275172
3 76 77 0.3909265389370959 0.009073461062904131
4 5 15 0.395428891576449 0.004571108423551018
4 7 15 0.3895134390224652 0.010486560977534809
4 15 89 0.3891792976901242 0.010820702309875807
4 24 96 0.39024944512953336 0.009750554870466666
4 37 38 0.39417194075186035 0.005828059248139672
4 42 98 0.3981602939721519 0.0018397060278481092
4 50 51 0.3942300773575471 0.005769922642452907
4 76 77 0.3909265389370959 0.009073461062904131
4 89 128 0.3886814971830743 0.011318502816925702
4 96 131 0.39302194556990067 0.006978054430099356
4 116 117 0.3943149387937611 0.005685061206238906
5 7 15 0.3895134390224652 0.010486560977534809
5 15 89 0.3891792976901242 0.010820702309875807
5 34 35 0.3963065811600338 0.0036934188399662116
5 36 44 0.39325013271192344 0.006749867288076583
5 38 40 0.3913624666267419 0.008637533373258122
5 50 51 0.3942300773575471 0.005769922642452907
5 70 120 0.39811510599817135 0.0018848940018286742
5 76 77 0.3909265389370959 0.009073461062904131
5 132 133 0.390121275236891 0.009878724763109026
6 7 15 0.3895134390224652 0.010486560977534809
6 7 128 0.39173179504216327 0.008268204957836756
6 36 44 0.39325013271192344 0.006749867288076583
6 76 77 0.3909265389370959 0.009073461062904131
6 132 133 0.390121275236891 0.009878724763109026
7 7 15 0.3895134390224652 0.010486560977534809
7 7 128 0.39173179504216327 0.008268204957836756
7 33 98 0.39602012801323294 0.003979871986767081
7 75 140 0.3939658346193292 0.006034165380670808
7 76 77 0.3909265389370959 0.009073461062904131
8 7 128 0.39173179504216327 0.008268204957836756
8 33 98 0.39602012801323294 0.003979871986767081
8 76 77 0.3909265389370959 0.009073461062904131
8 90 100 0.39125620854297866 0.008743791457021366
9 7 128 0.39173179504216327 0.008268204957836756
10 7 128 0.39173179504216327 0.008268204957836756
11 7 128 0.39173179504216327 0.008268204957836756
11 26 47 0.39100458844058267 0.008995411559417354
12 7 128 0.39173179504216327 0.008268204957836756
13 7 128 0.39173179504216327 0.008268204957836756
17 5 82 0.39923563448025096 7.643655197490662E-4
18 117 146 0.3927507380717856 0.007249261928214401
19 9 48 0.39946747250317266 5.325274968273619E-4
40 30 131 0.3908292884285946 0.009170711571405421
64 16 88 0.3967289070045353 0.0032710929954647416
69 16 88 0.3983602756129228 0.0016397243870772127
76 8 27 0.39081650418970704 0.009183495810292985
81 1 84 0.39537057274824244 0.0046294272517575785
97 17 94 0.3972663262507295 0.0027336737492705265
122 87 96 0.3994450013699352 5.549986300648069E-4
158 133 144 0.3966159294730688 0.0033840705269312377
168 137 144 0.39681628946285463 0.00318371053714539
169 137 144 0.39681628946285463 0.00318371053714539
170 13 53 0.3995214063661555 4.7859363384450404E-4
173 137 144 0.3972842761393801 0.002715723860619912
174 137 144 0.3972842761393801 0.002715723860619912
180 137 144 0.3936814623913923 0.006318537608607733
182 16 150 0.3999792517660468 2.074823395320502E-5
182 137 144 0.3897550320246188 0.010244967975381214
188 58 113 0.39435537717519825 0.0056446228248017705
190 137 144 0.39987686471565614 1.2313528434387822E-4
207 78 131 0.39372600765710086 0.0062739923428991595
217 6 149 0.3904482212212976 0.009551778778702447
218 6 149 0.3904482212212976 0.009551778778702447
220 78 85 0.3930897337516045 0.006910266248395525
221 78 85 0.3930897337516045 0.006910266248395525
222 78 85 0.3930897337516045 0.006910266248395525
222 89 131 0.39058133776855336 0.009418662231446662
224 17 78 0.39587833882591783 0.004121661174082192
225 6 144 0.3937393223410917 0.006260677658908309
228 85 89 0.39824860710402216 0.0017513928959778657
229 89 149 0.39687269668895564 0.0031273033110443826
245 14 149 0.3959564892009365 0.00404351079906351
256 3 149 0.39912954571525877 8.704542847412511E-4
257 9 95 0.3939857906067147 0.006014209393285341
268 3 14 0.3937340456610753 0.00626595433892474
273 17 144 0.3917952009715796 0.008204799028420418
275 14 144 0.39394560229923886 0.0060543977007611605
282 14 16 0.39740690533167095 0.0025930946683290768
285 74 96 0.3922940976756399 0.0077059023243601366
290 127 144 0.3930013870194704 0.006998612980529617
294 57 65 0.3906344992466923 0.00936550075330772
300 127 131 0.3968961100025624 0.0031038899974376033
301 127 131 0.3968961100025624 0.0031038899974376033
304 9 19 0.388923554784862 0.011076445215138009
305 9 19 0.388923554784862 0.011076445215138009
306 9 19 0.388923554784862 0.011076445215138009
306 15 131 0.3955879863548545 0.0044120136451455405
307 15 131 0.3955879863548545 0.0044120136451455405
316 1 91 0.3995744703135189 4.2552968648112977E-4
324 9 91 0.39848337854311117 0.0015166214568888559
325 9 91 0.39848337854311117 0.0015166214568888559
356 18 126 0.39942731895075123 5.72681049248791E-4
368 8 83 0.3949522580565743 0.005047741943425721
372 9 82 0.3970077687099121 0.00299223129008791
389 3 129 0.3986769382891715 0.0013230617108285214
389 9 23 0.396251787982944 0.0037482120170559963
390 3 129 0.3986769382891715 0.0013230617108285214
392 27 88 0.39335924163037816 0.0066407583696218575
393 27 88 0.39335924163037816 0.0066407583696218575
